VIDEO_ID,VIDEO_LENGTH_MINUTES,MODULE_INSTANCE_ID
V000015120,50,I2300379
V000008056,50,I2301080
V000002416,60,I2301080
V000027782,60,I2301080
V000027683,60,I2301080
V000028004,60,I2301080
V000022924,60,I2301080
V000029974,57,I2301080
V000001231,52,I2300501
V000006233,35,I2300501
V000010919,45,I2300501
V000003168,46,I2300501
V000017614,120,I2300501
V000026270,120,I2300501
V000026670,120,I2300501
V000003975,120,I2300501
V000024361,120,I2300501
V000015778,60,I2300755
V000012696,60,I2300755
V000008067,60,I2300755
V000007777,60,I2300755
V00000036,60,I2300755
V000013805,60,I2300755
V000001433,60,I2300755
V000004472,60,I2300755
V000026094,60,I2300455
V000025315,120,I2300546
V000004283,73,I2301415
V000024452,120,I2301415
V000001244,74,I2301415
V000004236,84,I2301415
V00000200,115,I2300874
V000005547,120,I2300874
V000030162,47,I2300874
V000027662,118,I2300874
V000006282,120,I2300874
V000001576,114,I2300874
V000006585,111,I2302629
V000012144,113,I2302629
V000008000,107,I2302629
V000012855,107,I2302629
V000014628,107,I2302629
V000022624,58,I2302629
V000014049,106,I2302629
V000011839,113,I2302629
V000010141,120,I2302574
V000019925,120,I2302574
V000017860,120,I2302574
V000024604,120,I2301872
V000001438,120,I2302574
V000029558,120,I2301872
V000002410,120,I2302574
V000006501,120,I2301872
V000010418,120,I2302574
V000003693,120,I2301872
V000002645,117,I2302574
V000015031,120,I2301872
V000016911,120,I2302574
V000021861,120,I2301872
V000007995,120,I2301872
V000024955,120,I2301872
V000006499,120,I2301872
V000004373,120,I2301872
V000001694,120,I2301872
V00000269,120,I2301872
V000015590,120,I2301872
V000008496,120,I2301872
V000014574,120,I2301872
V000010830,120,I2301872
V000008008,120,I2301964
V000007049,120,I2301964
V000001123,120,I2301964
V000030356,120,I2301964
V000023548,120,I2301964
V000016150,120,I2301964
V000011373,120,I2301964
V000025536,55,I2301964
V000025681,120,I2301873
V000024220,120,I2301873
V000001243,120,I2301873
V000027387,120,I2301873
V000021530,120,I2301873
V000020823,117,I2301873
V000027196,120,I2301873
V000005878,120,I2301873
V000013771,113,I2301873
V000007190,120,I2301873
V000008663,120,I2301873
V000010485,120,I2301873
V000018156,120,I2301873
V000019556,120,I2301873
V000007540,60,I2301986
V000002744,60,I2301986
V000011126,59,I2301986
V000006476,54,I2301986
V000016521,47,I2301986
V000005240,40,I2301986
V000013777,57,I2301986
V000003893,54,I2301986
V000015073,48,I2301986
V000007152,32,I2302545
V000022148,60,I2300719
V000005825,120,I2300719
V000020370,60,I2300719
V000014129,60,I2300719
V000021329,120,I2300719
V000029782,60,I2300719
V000029492,120,I2300719
V00000224,60,I2300719
V000011662,120,I2300719
V000002774,60,I2300719
V000006856,120,I2300719
V000015666,60,I2300719
V000002544,116,I2300719
V000014711,60,I2300719
V000020903,120,I2300719
V00000050,60,I2300719
V000020490,118,I2300719
V000025685,120,I2300195
V000029562,120,I2300195
V000009390,120,I2300195
V000009813,120,I2300195
V000022410,120,I2300195
V000006709,120,I2300195
V000025683,120,I2300195
V000009600,120,I2300195
V000001987,120,I2300494
V000003466,120,I2300494
V000011331,120,I2300494
V000010769,120,I2300494
V000015409,120,I2300494
V000006826,120,I2300494
V000018847,120,I2300494
V000006079,120,I2300494
V000015729,120,I2300494
V000001675,120,I2300494
V000013986,120,I2300494
V00000265,120,I2300494
V000020709,120,I2300494
V000016023,120,I2300494
V000008122,120,I2300494
V000024378,120,I2300494
V000025664,1,I2301534
V000027330,53,I2301534
V000023477,51,I2301534
V000013194,64,I2301534
V000020121,63,I2301534
V000002650,60,I2301534
V000014363,55,I2301534
V000011465,112,I2301534
V000002632,120,I2300787
V000024705,120,I2300787
V000001369,120,I2300787
V000011566,120,I2300787
V000021767,120,I2300787
V000010637,120,I2300787
V000021895,120,I2300787
V000020398,120,I2300787
V000029982,120,I2301534
V000001737,94,I2301534
V000005921,113,I2301534
V000011875,114,I2301534
V000010667,108,I2301534
V000026690,57,I2301534
V000005231,115,I2301534
V000004886,120,I2300787
V000005604,120,I2301534
V00000307,120,I2300787
V00000068,120,I2300787
V000010439,120,I2300787
V000004199,120,I2300787
V000028391,117,I2300787
V000011157,119,I2300787
V000015383,120,I2300787
V000009909,120,I2300874
V000010711,120,I2300874
V000029655,120,I2300874
V000028494,120,I2301280
V000028159,120,I2301280
V000024926,120,I2301280
V000001585,120,I2301280
V000005202,49,I2301280
V000002244,56,I2301280
V000006466,60,I2301941
V000012046,60,I2301941
V000003120,60,I2301941
V000001660,60,I2301941
V00000150,60,I2301941
V000014853,60,I2301941
V000004128,60,I2301941
V000007727,60,I2301941
V000016535,60,I2301941
V000012351,120,I2300455
V000019931,120,I2301941
V000029389,120,I2301941
V000028106,120,I2301941
V000014153,120,I2301941
V000003994,120,I2301941
V000029284,120,I2301941
V000027784,120,I2301941
V000026230,120,I2301941
V000012030,120,I2301941
V000025411,61,I2300455
V000019915,51,I2300455
V000022179,71,I2300455
V000008026,120,I2300455
V000021744,120,I2300455
V000003238,120,I2300455
V000009111,120,I2300455
V000007726,60,I2300455
V000013844,120,I2300455
V000014645,115,I2300969
V000030032,120,I2300969
V000001280,120,I2300969
V000007840,120,I2300969
V000010391,120,I2300969
V000017312,120,I2300969
V000006207,120,I2300969
V000025922,120,I2300969
V000017443,120,I2300969
V000006866,60,I2300969
V000013254,54,I2300969
V000018494,41,I2300455
V000021486,57,I2300969
V000026099,58,I2300969
V000015338,55,I2300969
V000014145,59,I2300969
V000004657,58,I2300969
V000018413,60,I2300969
V000012532,60,I2300969
V000003135,60,I2302192
V000010034,60,I2302192
V000003043,60,I2302192
V000017468,60,I2302192
V000027894,60,I2302192
V000019816,58,I2302192
V000003329,60,I2302192
V000013049,60,I2302192
V000003600,120,I2301151
V000017067,53,I2301151
V000015774,58,I2301151
V000007695,120,I2300874
V000003765,53,I2301151
V000020550,120,I2300874
V000021041,55,I2301151
V000029673,60,I2301151
V000017386,120,I2300874
V000020161,60,I2301151
V000016787,120,I2300874
V000029009,60,I2301151
V000029713,120,I2300874
V000004754,60,I2301151
V000023846,60,I2301151
V000010797,120,I2300719
V000002407,120,I2301280
V000001824,120,I2301280
V000022587,118,I2301280
V000007483,120,I2301280
V000029198,58,I2300455
V000016717,60,I2301280
V000010856,120,I2302547
V000003943,120,I2302547
V000024324,118,I2302547
V000019587,120,I2302547
V000019037,120,I2302547
V000012233,113,I2302547
V000028538,120,I2302547
V000020575,110,I2302547
V000018270,118,I2302547
V000025743,57,I2301280
V000019477,98,I2301128
V000016472,86,I2301128
V000005642,99,I2301128
V000027481,99,I2301128
V000015079,90,I2301128
V000030031,120,I2300167
V000001033,120,I2300167
V000019067,116,I2300167
V000022093,120,I2300167
V000003154,120,I2300167
V000022049,120,I2300167
V000005224,113,I2300167
V000029386,120,I2300109
V000004543,117,I2300537
V000027704,120,I2300537
V000023076,60,I2300537
V00000135,106,I2300537
V000026807,53,I2300537
V000004561,120,I2300537
V000023558,60,I2300537
V00000240,120,I2300537
V000025210,57,I2300537
V000004743,120,I2300537
V000005523,22,I2300537
V000027365,120,I2300537
V000013352,60,I2300537
V000008738,120,I2300537
V000019851,59,I2300537
V00000122,60,I2302558
V000001105,60,I2302558
V000019337,60,I2302558
V000002612,60,I2302558
V000019945,60,I2302558
V000028021,60,I2302558
V000016014,60,I2302558
V000012586,60,I2302558
V000009399,113,I2302299
V000027257,79,I2302299
V000010746,120,I2300296
V000004931,120,I2300296
V000010124,57,I2300296
V000023605,100,I2300296
V000026781,79,I2300296
V000010139,91,I2300296
V00000888,92,I2300296
V000001771,91,I2300296
V000022594,120,I2301016
V000017863,120,I2301016
V000023703,120,I2301016
V000012241,120,I2301016
V000024781,120,I2301016
V000016726,120,I2301016
V000006193,120,I2301016
V000025935,120,I2301016
V000015828,120,I2301016
V000017737,120,I2301016
V000010915,120,I2301016
V000022230,120,I2301016
V000026745,120,I2301016
V000021437,120,I2301016
V000018000,120,I2301016
V000003682,120,I2301016
V000024917,120,I2301891
V000001329,60,I2300947
V000014063,120,I2301891
V000017483,60,I2300947
V000002942,60,I2300947
V000008382,60,I2300947
V000011336,120,I2301730
V000022975,120,I2301730
V000005205,120,I2301730
V000022876,120,I2301730
V000016956,120,I2301730
V000014944,120,I2301730
V000006926,120,I2301730
V000026755,120,I2301730
V000020849,120,I2301730
V000009774,60,I2301730
V000027670,60,I2301730
V000016086,60,I2301730
V000008333,60,I2301730
V000021252,60,I2301730
V000003857,60,I2301730
V000019808,120,I2300947
V000020518,60,I2301730
V000021939,120,I2300947
V000004706,60,I2301730
V000018346,120,I2300947
V000023070,60,I2301730
V000018281,120,I2302430
V000021130,120,I2302430
V000011172,120,I2302430
V000008783,120,I2302430
V000028382,120,I2302430
V000006496,120,I2302430
V000011070,120,I2302430
V000005242,120,I2302430
V000028488,120,I2301315
V000014766,120,I2301315
V000011319,120,I2301315
V000007846,120,I2301315
V000011099,120,I2302430
V000006567,120,I2301315
V000001942,120,I2302430
V000029174,120,I2301315
V000019180,120,I2302430
V000029783,120,I2301315
V000018169,120,I2302430
V000015364,120,I2301315
V000006687,120,I2301315
V00000405,120,I2301315
V000030241,120,I2301315
V000028522,120,I2301315
V000009897,120,I2301315
V000016737,120,I2301315
V000018331,120,I2301315
V000016315,120,I2301315
V000003244,101,I2301499
V000004257,105,I2301499
V000017009,102,I2301499
V000029791,35,I2301755
V000010550,48,I2301755
V000016129,44,I2301755
V000029114,42,I2301755
V000006481,51,I2301755
V000025097,60,I2301755
V000017563,54,I2301755
V000009627,120,I2300109
V000012376,120,I2300109
V000010375,120,I2300109
V000021015,120,I2300109
V000009233,117,I2302299
V000029589,120,I2302299
V000020251,70,I2302299
V000028369,60,I2300927
V000028318,120,I2302309
V000008191,120,I2302309
V000001182,120,I2302309
V000025635,120,I2302309
V000028121,60,I2301080
V000012155,120,I2302309
V000029959,60,I2301080
V000003441,120,I2302309
V000028618,60,I2301080
V000023129,120,I2302309
V000002159,60,I2301080
V000018446,120,I2302309
V000005975,60,I2301080
V000006031,61,I2301280
V000005953,120,I2301280
V000026848,47,I2301280
V000012885,60,I2301280
V000023013,60,I2301280
V000021101,57,I2301280
V000014688,120,I2301280
V000016123,52,I2301280
V000016601,75,I2301280
V000024236,52,I2301280
V000013646,119,I2301280
V000004198,120,I2302309
V000005844,120,I2302309
V00000459,120,I2302309
V000025082,120,I2302309
V000023560,120,I2302309
V000006167,120,I2302309
V000029332,120,I2302309
V000006231,120,I2302309
V000029639,60,I2300927
V000030193,38,I2300927
V000007554,60,I2301986
V000006685,11,I2301082
V000011586,29,I2301082
V000020748,5,I2302616
V000018418,6,I2301082
V000022786,22,I2301082
V000021850,10,I2301082
V000009209,3,I2301082
V000001340,10,I2302616
V000011628,1,I2301639
V000015638,1,I2301639
V000006660,1,I2301639
V000013003,33,I2300092
V000018766,32,I2301958
V000027272,51,I2300092
V000005478,1,I2302295
V000008857,1,I2302295
V000005341,1,I2302295
V00000980,1,I2302295
V000001634,1,I2302295
V000029437,1,I2302295
V000023309,1,I2302295
V000022922,120,I2302295
V000001071,116,I2302295
V000029444,121,I2302295
V000028383,120,I2302295
V000026635,77,I2302295
V000009690,54,I2302295
V000025919,10,I2302616
V000004495,9,I2302616
V000008011,6,I2302616
V000006800,141,I2302295
V000013289,107,I2302295
V000016725,43,I2302295
V000019513,41,I2301470
V000024702,47,I2301470
V000019854,33,I2301470
V000018882,57,I2301470
V000021635,61,I2301470
V000001391,1,I2301639
V000028719,52,I2302465
V000012462,27,I2302465
V000012626,39,I2301205
V000025482,53,I2302045
V000008484,96,I2302292
V000001133,82,I2302432
V000005792,131,I2300687
V000003091,85,I2300112
V000023671,80,I2300112
V000021349,85,I2302432
V000010529,96,I2302292
V000029151,83,I2302432
V000028244,95,I2300112
V000028749,106,I2300112
V000012525,114,I2302432
V000026692,91,I2302292
V000017315,88,I2302292
V000010606,102,I2302432
V000017544,99,I2300112
V000022201,98,I2300112
V000018702,117,I2302292
V000006082,111,I2300624
V000005808,96,I2300624
V000012387,84,I2301260
V000001908,92,I2302044
V000023117,81,I2302044
V000011514,77,I2301260
V000027462,76,I2302044
V000003192,73,I2302044
V000014725,94,I2300624
V000016043,86,I2300624
V000003325,98,I2301260
V000019706,92,I2302044
V000012673,69,I2302044
V000024732,77,I2301260
V000022947,68,I2302044
V000001816,67,I2302044
V000022619,140,I2301260
V000001674,68,I2302044
V000008679,68,I2302044
V000024869,73,I2302044
V000028935,71,I2302044
V00000532,96,I2300624
V000018286,103,I2300624
V000019770,77,I2301260
V000003013,80,I2302044
V000012949,89,I2302044
V000007504,92,I2300624
V000024436,86,I2300624
V000003379,74,I2301260
V000015008,76,I2302044
V000005122,86,I2302044
V000005471,87,I2302215
V000025184,129,I2301260
V000029575,94,I2300624
V000029540,91,I2300624
V000006126,77,I2302044
V000003868,104,I2302044
V000015037,82,I2302044
V000024572,75,I2302044
V000027287,159,I2301260
V000014910,78,I2302044
V000011583,77,I2302044
V000028856,61,I2302044
V000021099,71,I2302044
V000015343,95,I2300624
V000014604,90,I2300624
V000001624,157,I2301260
V000020872,89,I2300624
V000020537,92,I2300624
V000020400,76,I2302044
V000014675,78,I2302044
V000022102,86,I2302044
V000022528,83,I2302044
V000003537,145,I2301260
V000020894,94,I2300112
V000004671,113,I2302292
V000025777,87,I2302133
V000025322,87,I2302432
V000017875,115,I2302292
V000003448,87,I2301011
V000012511,92,I2300112
V000027023,88,I2302736
V000023635,100,I2300112
V000019774,105,I2301011
V00000081,95,I2302133
V000010781,111,I2302292
V000008250,91,I2302736
V000026543,78,I2302292
V000005198,83,I2300112
V000025957,78,I2300112
V000021112,97,I2302292
V000018710,86,I2302432
V000010323,76,I2302153
V000008315,104,I2302292
V000024037,86,I2302432
V00000358,90,I2300112
V000028553,49,I2300112
V000028861,107,I2302292
V000011159,103,I2302432
V000005442,119,I2302292
V000012131,94,I2302432
V000021970,90,I2300112
V000021761,87,I2300112
V000002135,102,I2302292
V000005690,86,I2302432
V000004010,106,I2300624
V000026659,94,I2300624
V000009996,101,I2300112
V000009634,82,I2300112
V000028053,114,I2302292
V000028037,90,I2302432
V000007287,93,I2302292
V000018332,91,I2302432
V000005461,97,I2300112
V000014624,92,I2300112
V000026218,106,I2302292
V000022957,90,I2302432
V000019988,107,I2302292
V000025069,97,I2302432
V000027460,94,I2300112
V000010380,87,I2300112
V00000489,96,I2302292
V000024534,121,I2302432
V000011781,93,I2302292
V000004278,89,I2302432
V000006626,78,I2300112
V000029131,87,I2300112
V000007435,100,I2302292
V000023504,93,I2302432
V00000808,95,I2302432
V000021093,90,I2302292
V000008415,93,I2300112
V000029620,87,I2300112
V000029602,106,I2302292
V00000997,89,I2302432
V000005963,96,I2302292
V000021439,97,I2302432
V000025856,88,I2300112
V000022756,79,I2300112
V000015014,111,I2302432
V000009481,91,I2302292
V000007398,105,I2302432
V000010130,84,I2302292
V000020995,6,I2302674
V000023202,6,I2301472
V000028377,95,I2302084
V000022576,90,I2302084
V000006310,126,I2302084
V000024904,6,I2302674
V000021859,1,I2301680
V000024476,3,I2301054
V000015025,2,I2301054
V000026123,6,I2301472
V000028917,90,I2302229
V000023032,75,I2302229
V000019374,90,I2302229
V000016720,180,I2302229
V000015430,90,I2302229
V000011315,90,I2302229
V00000227,90,I2302229
V000027681,60,I2302229
V000002822,90,I2302229
V000007984,13,I2302229
V000028773,135,I2302229
V00000151,6,I2302674
V000022495,6,I2301472
V000020258,120,I2300635
V000020216,90,I2300635
V000001166,90,I2300635
V000018964,90,I2300635
V000029518,60,I2300635
V000014977,90,I2300635
V000022475,75,I2300635
V000027797,90,I2300635
V000024770,90,I2300635
V000028284,105,I2300635
V000030103,90,I2300635
V000019368,180,I2300635
V000005203,120,I2300635
V00000354,105,I2300635
V000012528,120,I2300635
V000023085,105,I2300635
V000011381,90,I2302229
V000010217,120,I2302229
V000018481,120,I2302229
V000010968,120,I2302229
V000007896,120,I2302229
V000011058,16,I2301236
V000024295,7,I2300329
V000018653,15,I2301236
V000004687,97,I2300595
V000023010,72,I2302285
V000004151,59,I2302285
V000016573,64,I2302285
V000029132,134,I2300497
V000010583,73,I2301807
V000013037,81,I2301807
V00000619,83,I2301807
V000024312,97,I2301807
V000015915,82,I2301807
V000004469,55,I2301807
V000026628,186,I2300786
V000025997,185,I2300786
V000023109,197,I2300786
V000024140,178,I2300786
V000016680,1,I2301639
V000014078,1,I2301639
V000019018,2,I2301639
V000027573,14,I2300112
V000002662,14,I2301236
V000009430,6,I2302674
V000021541,6,I2301472
V000020478,1,I2301639
V000015449,2,I2301639
V000003494,1,I2301639
V000021145,1,I2301639
V000025708,8,I2301613
V000018860,49,I2301962
V000028094,7,I2300329
V000001827,2,I2301680
V000004901,7,I2300329
V000014849,3,I2301680
V000002738,1,I2301639
V000015873,7,I2300329
V000002471,3,I2301680
V000020380,1,I2301639
V000002325,1,I2301639
V000022297,16,I2300439
V000017819,16,I2300439
V000024109,20,I2300439
V000007526,15,I2300439
V000006744,20,I2300439
V000015508,8,I2301429
V000029824,13,I2301429
V000013759,8,I2301429
V000021245,7,I2301429
V000025831,18,I2301429
V000022681,23,I2301429
V000002908,26,I2301429
V00000802,13,I2301429
V000009346,18,I2301429
V000010888,6,I2301429
V000007461,18,I2301429
V000029281,14,I2301429
V000011991,31,I2301429
V000002136,11,I2301429
V000018501,27,I2301429
V000016809,13,I2301429
V000004404,20,I2301429
V000020564,1,I2301639
V000014993,64,I2300746
V000013512,63,I2300746
V000009767,55,I2300746
V000024392,99,I2300746
V000001424,60,I2300746
V000009879,53,I2300746
V000012882,87,I2300746
V000026566,53,I2300746
V000028214,77,I2300746
V000022869,56,I2300746
V000026261,59,I2300746
V000022313,53,I2300746
V000030417,58,I2300746
V000018657,6,I2302674
V000026922,15,I2301236
V000007186,6,I2301472
V000006596,5,I2301472
V000007452,7,I2302674
V000027967,67,I2300721
V000007002,22,I2300451
V000007952,10,I2300451
V000005044,24,I2300451
V000007801,6,I2300451
V000024257,7,I2300451
V000017845,9,I2300451
V000014996,4,I2300451
V000002205,7,I2300451
V000003783,13,I2300451
V000011829,6,I2300451
V000025525,3,I2300451
V000019306,3,I2300451
V00000110,2,I2300451
V000012064,3,I2300451
V000001058,6,I2300451
V000003477,12,I2300451
V000025294,5,I2300451
V000007991,8,I2300451
V000006149,2,I2300451
V000010618,7,I2300451
V000009898,6,I2300451
V000016864,8,I2300451
V000004541,6,I2300451
V000019467,10,I2300451
V000015619,7,I2300451
V000009685,3,I2300451
V000026809,9,I2300451
V000024596,8,I2300451
V00000127,4,I2300451
V000012646,10,I2300451
V000018324,5,I2300451
V000004250,14,I2300451
V000016938,2,I2300451
V000024094,9,I2300451
V000028621,9,I2300451
V000009875,17,I2300451
V000025158,8,I2300451
V000015940,11,I2300451
V000016686,4,I2300451
V000011204,14,I2300451
V000014132,3,I2300451
V000025988,3,I2300451
V000009261,11,I2300451
V000002256,7,I2300451
V000014233,7,I2300451
V000017649,3,I2300451
V000011728,12,I2300451
V000012230,7,I2300451
V000021881,7,I2300451
V000009452,11,I2300451
V000029057,11,I2300451
V000006223,3,I2301680
V000004608,62,I2300721
V000009796,12,I2300721
V000027464,36,I2300721
V000017139,53,I2300721
V000012633,63,I2300721
V000005050,1,I2300721
V000021144,41,I2300721
V000016353,52,I2300721
V000011861,416,I2300721
V000007800,95,I2301233
V000008502,115,I2301233
V000019530,91,I2301233
V000019584,96,I2301233
V000011529,82,I2301233
V000029401,100,I2301233
V000004600,7,I2301242
V000003917,114,I2301211
V000019739,98,I2301211
V000010037,96,I2301211
V000001004,114,I2301211
V000009900,97,I2301211
V000017076,102,I2301211
V000003980,108,I2301211
V000030342,8,I2301759
V000017223,105,I2301211
V000022235,102,I2301211
V000001545,6,I2302674
V000010331,6,I2301472
V000003865,8,I2301613
V000013115,224,I2302498
V000024843,64,I2302498
V000003601,238,I2302498
V000004301,62,I2302498
V000014969,135,I2302072
V000029249,126,I2302072
V000008617,137,I2302072
V000004468,151,I2302072
V000029898,136,I2302072
V000024899,136,I2302072
V000014017,145,I2302072
V000024147,130,I2302072
V000026342,76,I2302498
V000008456,119,I2301135
V000010005,231,I2302498
V000014375,86,I2302498
V000025682,233,I2302498
V000006380,108,I2301135
V000004918,81,I2302498
V000009988,95,I2301135
V000019107,5,I2301535
V000021794,58,I2302577
V000004606,57,I2302577
V000017973,52,I2302577
V000007067,59,I2302577
V000010560,39,I2302577
V000023348,49,I2302577
V000007137,42,I2302577
V000024488,36,I2302577
V000026648,3,I2301161
V000012152,3,I2301054
V000010458,1,I2301054
V000015378,2,I2301054
V000017556,42,I2302130
V000029813,2,I2301680
V000007811,7,I2300329
V000008708,23,I2300292
V000018379,63,I2300292
V000005695,26,I2300292
V000005879,60,I2300292
V000001347,54,I2300292
V00000396,58,I2300292
V000009541,53,I2300292
V000014947,40,I2300292
V000018241,33,I2300292
V000020966,48,I2300971
V000023955,41,I2300971
V000015141,83,I2301425
V000014240,114,I2301425
V000017576,82,I2301425
V000009892,109,I2301425
V000008645,100,I2301425
V000001706,63,I2301425
V000029475,96,I2301425
V000017765,14,I2301425
V000005617,104,I2301425
V000014467,55,I2300971
V000013696,63,I2300971
V000020215,48,I2302577
V000019811,1,I2300074
V000010649,3,I2301161
V000023952,51,I2300746
V000009318,1,I2301639
V000025915,1,I2301639
V000005185,8,I2301613
V000023186,8,I2301613
V000002634,134,I2300952
V000024171,117,I2300952
V000006142,128,I2300952
V000012389,167,I2300952
V000022713,111,I2300952
V000008660,137,I2300952
V000017605,130,I2300952
V00000040,17,I2300677
V000020086,23,I2302013
V000014555,42,I2302013
V000026408,42,I2302013
V000019328,36,I2302013
V00000325,47,I2302013
V000002529,161,I2301286
V000026133,177,I2301286
V000023289,189,I2301286
V000012529,54,I2301286
V000005650,119,I2301286
V000002402,139,I2301286
V000029972,107,I2301286
V000018466,118,I2300645
V000007820,118,I2300645
V000017161,117,I2300645
V000014113,112,I2300645
V000029827,118,I2300645
V000028632,115,I2300645
V000006424,105,I2300645
V000021665,49,I2300645
V000006955,7,I2300329
V000008460,5,I2301979
V000015706,5,I2302263
V000022272,2,I2301680
V000010482,8,I2301759
V000007647,5,I2301535
V000004439,2,I2300915
V000013609,6,I2300329
V000029342,1,I2301680
V000003847,7,I2300329
V000019755,6,I2300329
V000010228,1,I2301639
V000026041,2,I2301680
V000013883,7,I2300329
V000009987,1,I2301639
V000008196,8,I2301613
V000023591,15,I2301236
V000005482,57,I2302108
V000018070,51,I2300429
V000012113,15,I2300941
V000023919,44,I2300429
V000016965,18,I2300429
V000002585,56,I2300429
V000013510,195,I2302161
V000021043,75,I2300989
V000004875,75,I2300989
V000011732,60,I2300989
V000013484,135,I2302400
V000002071,48,I2301960
V000019431,195,I2302161
V000018476,56,I2302678
V000005696,75,I2300918
V000026539,60,I2300918
V000028491,26,I2301491
V000028622,90,I2301491
V000022219,75,I2301491
V000022938,60,I2301491
V000016099,120,I2302501
V000016610,51,I2301960
V000018601,52,I2301960
V000020139,41,I2301960
V000026085,76,I2300594
V000002607,44,I2300594
V000010952,90,I2300989
V000015361,90,I2300989
V000029007,75,I2300989
V000011118,58,I2300594
V000013046,39,I2301960
V000017664,45,I2301960
V000005267,44,I2301960
V000018956,40,I2301960
V000022617,46,I2301960
V000021628,42,I2301960
V000019186,65,I2301491
V000001941,57,I2301491
V000013529,59,I2301491
V000023480,79,I2301491
V000008481,50,I2301491
V000007729,195,I2300923
V000022316,195,I2300165
V000028790,165,I2301759
V000017094,135,I2301306
V000008838,120,I2301306
V000013831,75,I2301306
V000021667,118,I2301306
V000027106,60,I2301306
V000011713,176,I2301306
V000016052,77,I2300165
V000020473,195,I2300165
V000013660,120,I2302400
V000016363,69,I2300303
V000019684,49,I2302357
V000028864,60,I2301945
V000013228,60,I2301945
V000013818,105,I2300637
V000001593,195,I2301759
V000006128,75,I2300853
V000014486,120,I2301759
V000017814,75,I2300303
V000012637,90,I2300303
V000029815,60,I2300303
V000023496,105,I2300303
V00000822,90,I2300303
V000022518,89,I2301306
V000010558,120,I2301306
V000025613,75,I2301306
V000009336,165,I2300165
V000003560,240,I2300165
V000014094,135,I2301904
V000007544,150,I2300329
V000017706,51,I2302357
V000008161,195,I2300308
V000008825,44,I2300637
V000013144,4,I2300637
V000002958,183,I2300165
V000020013,195,I2300722
V000010544,135,I2301759
V000019615,195,I2300165
V000007823,60,I2300165
V000025917,195,I2301759
V000015051,42,I2302357
V000023501,53,I2302357
V000029958,135,I2301970
V000003748,180,I2300208
V000016650,47,I2301183
V000012248,53,I2301183
V000024466,195,I2301183
V000027726,75,I2301306
V000009968,119,I2300853
V000010079,60,I2300853
V000019179,56,I2300853
V000027157,63,I2300853
V000004544,90,I2300853
V000020819,135,I2301904
V000027193,52,I2300637
V000029593,135,I2301904
V000012029,82,I2301183
V000004767,86,I2301183
V000003188,195,I2300923
V000026254,195,I2300722
V000005448,100,I2301535
V000023019,195,I2300165
V000010160,165,I2301759
V000024387,75,I2300303
V000012814,135,I2300303
V000020629,135,I2301970
V000006697,190,I2300308
V000017909,195,I2300923
V000025079,59,I2300303
V000001637,150,I2300303
V000010470,60,I2300165
V000024858,135,I2300303
V000016453,70,I2300486
V000017416,135,I2301970
V000027622,180,I2300308
V000020539,37,I2300637
V00000569,130,I2300303
V000003075,165,I2300303
V000026639,195,I2300165
V000019283,195,I2300165
V000012672,60,I2300165
V00000254,53,I2300853
V000025370,60,I2300853
V000014662,135,I2300853
V000003089,135,I2301904
V000021849,150,I2300329
V000012990,58,I2300637
V000001020,122,I2300243
V000002193,60,I2300303
V000015196,75,I2300594
V000009989,53,I2300303
V000026284,60,I2300303
V000006662,195,I2301680
V000002326,165,I2301858
V000007939,105,I2301491
V000016218,150,I2301491
V000005548,105,I2301491
V000003762,50,I2300637
V000003524,38,I2300637
V000023661,135,I2301535
V000011651,135,I2301535
V000003755,75,I2300135
V000017661,65,I2300135
V000017077,88,I2300135
V000024430,135,I2301680
V000009833,195,I2300308
V000010744,52,I2302357
V000023574,135,I2301535
V000024861,75,I2301535
V000018709,195,I2300722
V000015048,195,I2300923
V000011871,52,I2302357
V000028225,25,I2301608
V000011750,49,I2300637
V00000055,135,I2301535
V000022147,135,I2301904
V000025306,165,I2300329
V000011451,56,I2300637
V000008350,48,I2302357
V000023015,59,I2302357
V000013837,50,I2302357
V000025897,195,I2301680
V000004238,179,I2300308
V000005379,150,I2302094
V000004040,72,I2302120
V000024535,55,I2302120
V000012100,58,I2300637
V000015924,46,I2300135
V000007737,63,I2300135
V000009811,54,I2300135
V000007015,53,I2300135
V000021337,75,I2300243
V000021338,135,I2300165
V000005196,135,I2301680
V000025752,129,I2300303
V000001158,83,I2300303
V000017210,54,I2300303
V000007793,194,I2300284
V000009171,75,I2300135
V000029289,135,I2300135
V000026110,64,I2300135
V000007369,55,I2300135
V000014541,165,I2300135
V000018683,75,I2301535
V000008877,225,I2301535
V000021735,165,I2301858
V000028104,107,I2301491
V000024150,96,I2301491
V000003905,48,I2301960
V000022076,51,I2301960
V000012843,23,I2301960
V000005081,135,I2301640
V000006232,36,I2302357
V000003453,9,I2302357
V000002301,135,I2301759
V000015392,165,I2301759
V000011064,162,I2300165
V000014752,195,I2300165
V000022600,60,I2300165
V000009995,75,I2301306
V000011254,120,I2301306
V000001098,60,I2301306
V000015678,150,I2301759
V000009927,75,I2301306
V000013188,60,I2301306
V000019396,60,I2301306
V000020676,195,I2300308
V000011096,53,I2301183
V000011223,48,I2301183
V000010107,43,I2302357
V000021917,48,I2302357
V000020789,135,I2301680
V000001312,135,I2301680
V000004830,135,I2301680
V000026514,165,I2301759
V000028430,164,I2300853
V000022003,60,I2300853
V000027075,105,I2300853
V000018936,90,I2300853
